            JDTDB,            Calendar Date (TDB),                      X,                      Y,                      Z,                     VX,                     VY,                     VZ,                     LT,                     RG,                     RR,
**************************************************************************************************************************************************************************************************************************************************************************
$$SOE
2452054.500000000, A.D. 2001-May-25 00:00:00.0000,  3.931849531893961E+00,  8.184133449649263E+00, -2.988639749210045E-01, -5.321877021724701E-03,  2.403863678712394E-03,  1.697354353826032E-04,  5.246790623606718E-02,  9.084536352430337E+00, -1.433211659584070E-04,
2452064.500000000, A.D. 2001-Jun-04 00:00:00.0000,  3.878543851693191E+00,  8.208008899709561E+00, -2.971591521140655E-01, -5.338186315054208E-03,  2.370480727931826E-03,  1.715012599745002E-04,  5.245964567408805E-02,  9.083106080460778E+00, -1.429495546446873E-04,
2452074.500000000, A.D. 2001-Jun-14 00:00:00.0000,  3.825090646181069E+00,  8.231558190701655E+00, -2.954423641570596E-01, -5.353694214587416E-03,  2.339222705842701E-03,  1.720511741191222E-04,  5.245148667318891E-02,  9.081693393247106E+00, -1.402545746768026E-04,
2452084.500000000, A.D. 2001-Jun-24 00:00:00.0000,  3.771480018966507E+00,  8.254778943330640E+00, -2.937118210627558E-01, -5.367665966626974E-03,  2.305842264208343E-03,  1.735038114495765E-04,  5.244339314418089E-02,  9.080292042139975E+00, -1.388487162045450E-04,
2452094.500000000, A.D. 2001-Jul-04 00:00:00.0000,  3.717720775830105E+00,  8.277678616115853E+00, -2.919726468579250E-01, -5.383921020697794E-03,  2.272913070111026E-03,  1.749069660645860E-04,  5.243542776243254E-02,  9.078912879043045E+00, -1.379613598953406E-04,
2452104.500000000, A.D. 2001-Jul-14 00:00:00.0000,  3.663817407595173E+00,  8.300245481490709E+00, -2.902196404947361E-01, -5.397789978552468E-03,  2.241102654926460E-03,  1.754579278745689E-04,  5.242753940574445E-02,  9.077547052421885E+00, -1.350294336701681E-04,
2452114.500000000, A.D. 2001-Jul-24 00:00:00.0000,  3.609761905704355E+00,  8.322484785096304E+00, -2.884551237996633E-01, -5.411972819115585E-03,  2.206960283621549E-03,  1.772029515830159E-04,  5.241973845919343E-02,  9.076196360396800E+00, -1.343795337061109E-04,
2452124.500000000, A.D. 2001-Aug-03 00:00:00.0000,  3.555568060352327E+00,  8.344397445015760E+00, -2.866813170361915E-01, -5.427465310597914E-03,  2.174621158159533E-03,  1.781081321555823E-04,  5.241206327931234E-02,  9.074867444195577E+00, -1.325506242715578E-04,
2452134.500000000, A.D. 2001-Aug-13 00:00:00.0000,  3.501231707124298E+00,  8.365973472046644E+00, -2.848930335256562E-01, -5.440124568546815E-03,  2.141698488538079E-03,  1.789993194110616E-04,  5.240445118633209E-02,  9.073549451152628E+00, -1.301298411754496E-04,
2452144.500000000, A.D. 2001-Aug-23 00:00:00.0000,  3.446752024721584E+00,  8.387222432504533E+00, -2.830954899465041E-01, -5.454628727969432E-03,  2.107413889843025E-03,  1.807382355624350E-04,  5.239695339080550E-02,  9.072251248100310E+00, -1.296888399519451E-04,
2452154.500000000, A.D. 2001-Sep-02 00:00:00.0000,  3.392141589076726E+00,  8.408137694969970E+00, -2.812868538024894E-01, -5.468645613632161E-03,  2.075357534461743E-03,  1.812444732223836E-04,  5.238956294567273E-02,  9.070971632192496E+00, -1.269445038755381E-04,
2452164.500000000, A.D. 2001-Sep-12 00:00:00.0000,  3.337390797470677E+00,  8.428715821614087E+00, -2.794647582703910E-01, -5.480857274620884E-03,  2.041290128830380E-03,  1.825765922515893E-04,  5.238224096131431E-02,  9.069703869900314E+00, -1.253990168506560E-04,
2452174.500000000, A.D. 2001-Sep-22 00:00:00.0000,  3.282507417348765E+00,  8.448965027284951E+00, -2.776345563574384E-01, -5.495427273688922E-03,  2.007412163329659E-03,  1.840074298661092E-04,  5.237505032923327E-02,  9.068458850549945E+00, -1.245319038035591E-04,
2452184.500000000, A.D. 2001-Oct-02 00:00:00.0000,  3.227497315652893E+00,  8.468873904561528E+00, -2.757912886189234E-01, -5.507747428937716E-03,  1.974886480158730E-03,  1.844841221270283E-04,  5.236794196398583E-02,  9.067228075260264E+00, -1.215426115375917E-04,
2452194.500000000, A.D. 2001-Oct-12 00:00:00.0000,  3.172351903508741E+00,  8.488446840411063E+00, -2.739367164354163E-01, -5.520025853868354E-03,  1.939999802506632E-03,  1.861415545618912E-04,  5.236092299108534E-02,  9.066012777775658E+00, -1.207664674689249E-04,
2452204.500000000, A.D. 2001-Oct-22 00:00:00.0000,  3.117084670597877E+00,  8.507686051996316E+00, -2.720736407392526E-01, -5.533903454361416E-03,  1.906818855847660E-03,  1.870438982050388E-04,  5.235403447511567E-02,  9.064820068208418E+00, -1.189123610652815E-04,
2452214.500000000, A.D. 2001-Nov-01 00:00:00.0000,  3.061692640261317E+00,  8.526581048652641E+00, -2.701966719171595E-01, -5.544964316875346E-03,  1.873311353189486E-03,  1.878067428297836E-04,  5.234721336029886E-02,  9.063639028789032E+00, -1.163749031358655E-04,
2452224.500000000, A.D. 2001-Nov-11 00:00:00.0000,  3.006173784246937E+00,  8.545141166107934E+00, -2.683107273100381E-01, -5.557608887364433E-03,  1.838167150020525E-03,  1.895406746095660E-04,  5.234050830022607E-02,  9.062478083625672E+00, -1.159281316908927E-04,
2452234.500000000, A.D. 2001-Nov-21 00:00:00.0000,  2.950541378831721E+00,  8.563360917495164E+00, -2.664145734915749E-01, -5.570018189366234E-03,  1.805327383915069E-03,  1.900334047577611E-04,  5.233391576107024E-02,  9.061336620855142E+00, -1.131761126703655E-04,
2452244.500000000, A.D. 2001-Dec-01 00:00:00.0000,  2.894786332930070E+00,  8.581235880995248E+00, -2.645053258151074E-01, -5.580431861904285E-03,  1.770730507411544E-03,  1.912067400578973E-04,  5.232739459305034E-02,  9.060207515613733E+00, -1.114408162563850E-04,
2452254.500000000, A.D. 2001-Dec-11 00:00:00.0000,  2.838915234730155E+00,  8.598774936098764E+00, -2.625885036865877E-01, -5.593234307405030E-03,  1.736022266914607E-03,  1.926439824387102E-04,  5.232100768701507E-02,  9.059101657114331E+00, -1.105671911473720E-04,
2452264.500000000, A.D. 2001-Dec-21 00:00:00.0000,  2.782935227674970E+00,  8.615967155556543E+00, -2.606594592221855E-01, -5.603992722674008E-03,  1.702842230668016E-03,  1.930638107686089E-04,  5.231470812562602E-02,  9.058010921871613E+00, -1.075556156806236E-04,
2452274.500000000, A.D. 2001-Dec-31 00:00:00.0000,  2.726837288145088E+00,  8.632815960837343E+00, -2.587193500522619E-01, -5.614377982317226E-03,  1.667336351960304E-03,  1.946188093355088E-04,  5.230849957698693E-02,  9.056935944998058E+00, -1.066628955269276E-04,
2452284.500000000, A.D. 2002-Jan-10 00:00:00.0000,  2.670634456673891E+00,  8.649324782095190E+00, -2.567714973623022E-01, -5.626536476539098E-03,  1.633341264732248E-03,  1.955423861535280E-04,  5.230242537838507E-02,  9.055884230112351E+00, -1.048304941271488E-04,
2452294.500000000, A.D. 2002-Jan-20 00:00:00.0000,  2.614325058917819E+00,  8.665482802581744E+00, -2.548104087139735E-01, -5.635905886250466E-03,  1.599315459323967E-03,  1.961834190914964E-04,  5.229642267537506E-02,  9.054844894304630E+00, -1.021816461191557E-04,
2452304.500000000, A.D. 2002-Jan-30 00:00:00.0000,  2.557905918974892E+00,  8.681299061008120E+00, -2.528406714771931E-01, -5.646652178949680E-03,  1.563535594437240E-03,  1.978418939062041E-04,  5.229053779146794E-02,  9.053825958242202E+00, -1.016263648795914E-04,
2452314.500000000, A.D. 2002-Feb-09 00:00:00.0000,  2.501390737250395E+00,  8.696769252932308E+00, -2.508616421807974E-01, -5.657476367192969E-03,  1.529983317400500E-03,  1.983357956331779E-04,  5.228477018167293E-02,  9.052827327562836E+00, -9.890854203206079E-05,
2452324.500000000, A.D. 2002-Feb-19 00:00:00.0000,  2.444771079755745E+00,  8.711887967270696E+00, -2.488699276111661E-01, -5.666086155277148E-03,  1.494843394608014E-03,  1.994079467869978E-04,  5.227907628886677E-02,  9.051841460584425E+00, -9.710753668144458E-05,
2452334.500000000, A.D. 2002-Mar-01 00:00:00.0000,  2.388052427614249E+00,  8.726664605319193E+00, -2.468711443576561E-01, -5.676961062333196E-03,  1.459433699142163E-03,  2.008196916840009E-04,  5.227351892655761E-02,  9.050879233128766E+00, -9.617505713387485E-05,
